Source,Target,Score
RE-759,SetVelocityCommand,0.1642
RE-701,LogCleaner,0.1642
RE-100,IMissionTask,0.1641
RE-508,ReadDispatcher,0.1640
RE-508,UAVStateChangeMessage,0.1640
RE-103,MissionInfo,0.1640
RE-714,IMovementSimulator,0.1639
RE-626,IUAVRegistrationServiceInstance,0.1639
RE-691,IRouteCreator,0.1639
RE-722,IFlightPattern,0.1639
RE-28,NVECSimulator,0.1638
RE-8,Command,0.1638
RE-505,IUAVEquipmentTypeRegistrationRemoteService,0.1637
RE-722,DroneSetupServiceInstance,0.1637
RE-501,AFMissionOperations,0.1637
RE-505,DroneFlightStateManager,0.1636
RE-656,AFMapDrones,0.1636
RE-103,NvecInterpolator,0.1636
RE-656,SetGroundSpeedCommand,0.1635
RE-722,FlightZoneManager2,0.1635
RE-597,SetMonitoringFrequencyCommand,0.1635
RE-505,RandomRouteSelector,0.1634
RE-555,PVector,0.1634
RE-706,UAVEquipmentTypeRegistrationServiceInstance,0.1634
RE-701,ServiceInfo,0.1634
RE-100,AbstractUAVMessage,0.1634
RE-508,GetNameMessage,0.1633
RE-555,FullMissionPlan2,0.1633
RE-100,SimpleChecker,0.1633
RE-505,UAVEquipmentTypeRegistration,0.1632
RE-701,UAVEquipmentTypeRegistrationServiceInstance,0.1632
RE-549,CoverageStatistics,0.1632
RE-628,JsonTester2,0.1632
RE-681,AbstractRegisterableUnit,0.1632
RE-103,IRouteCreator,0.1632
RE-595,IExecuteableMissionPlan,0.1632
RE-77,WaypointGoal,0.1631
RE-639,PVector,0.1631
RE-616,AbstractUAVMessage,0.1631
RE-706,SetTargetAltitudeMessage,0.1631
RE-656,SetVelocityCommand,0.1631
RE-729,FlightZoneManager2,0.1630
RE-508,IRemoteableService,0.1630
RE-701,AFInfoPanel,0.1630
RE-722,NvecInterpolator,0.1629
RE-706,AFInfoPanel,0.1628
RE-759,RemoteInfo,0.1628
RE-709,DroneSnapshot,0.1628
RE-25,AFMapComponent,0.1627
RE-681,SetGroundSpeedCommand,0.1626
RE-551,SimulatorScenarioXStreamPersistor,0.1626
RE-693,SetStateFrequencyCommand,0.1625
RE-695,IMonitorableMessage,0.1625
RE-595,RemoteService,0.1624
RE-80,SimpleCheckerMessageHandler,0.1624
RE-701,UAVMissionPlan,0.1624
RE-594,DroneSnapshot,0.1624
RE-626,AFMissionOperations,0.1623
RE-597,SetGroundSpeedCommand,0.1623
RE-100,AFMissionOperations,0.1623
RE-706,UAVMissionPlan,0.1623
RE-695,LlaCoordinate,0.1623
RE-594,RoutePrimitive,0.1622
RE-114,RemoteInfo,0.1622
RE-595,RemoteManager,0.1622
RE-555,VirtualDrone,0.1622
RE-596,AbstractRemoteFacade,0.1622
RE-541,UAVStateChangeMessage,0.1621
RE-639,IUAVRegistrationServiceInstance,0.1621
RE-681,SetVelocityCommand,0.1621
RE-709,IUAVTypeRegistrationServiceInstance,0.1621
RE-628,FileManager,0.1620
RE-626,AbstractDrone,0.1620
RE-551,CollisionAvoidanceCheckTask,0.1619
RE-424,FlightRouteXStreamPersistor,0.1619
RE-508,NvecInterpolator,0.1619
RE-689,GeneratedRoutesInfo,0.1618
RE-505,IUAVEquipmentTypeRegistration,0.1618
RE-722,IUAVTypeRegistrationServiceInstance,0.1618
RE-595,RemoteConnectionServiceInstance,0.1617
RE-681,MapNode,0.1617
RE-628,MonitoringDispatchThread,0.1617
RE-551,UAVTypeRegistrationXStreamPersistor,0.1617
RE-689,IUAVMissionTask,0.1617
RE-722,PersistableMissionPlan,0.1617
RE-555,WaypointCommand,0.1616
RE-616,DispatchQueueManager,0.1616
RE-691,IMissionPlanningServiceInstance,0.1615
RE-549,SimulatorScenarioXStreamPersistor,0.1615
RE-611,ConnectionRequestMessage,0.1615
RE-587,SourcePoints,0.1615
RE-611,CollisionAvoidanceCheckTask,0.1615
RE-103,FlightRouteXStreamPersistor,0.1615
RE-714,AMEditPrioritiesController,0.1614
RE-639,PhysicalDrone,0.1614
RE-80,ReadDispatcher,0.1614
RE-646,DroneSnapshotOption,0.1614
RE-28,ManagedDrone,0.1614
RE-628,DroneConnectorServiceInstance,0.1613
RE-729,MetricsStatistics,0.1613
RE-508,AFMissionOperations,0.1613
RE-681,MissionController,0.1613
RE-424,MapNode,0.1612
RE-646,SelectionWriter,0.1611
RE-589,FlightInfoCreator,0.1609
RE-695,MissionUtil,0.1609
RE-595,AFAssignRouteComponent,0.1609
RE-516,Command,0.1608
RE-505,IUAVMissionDescription,0.1608
RE-729,PersistableMissionPlan,0.1608
RE-101,RemindsConnector,0.1607
RE-701,SimpleSimulator,0.1607
RE-114,MissionInfo,0.1607
RE-759,AssignedDrone,0.1607
RE-626,IFlightPattern,0.1607
RE-689,AFMapDrones,0.1606
RE-714,RemindsConnector,0.1606
RE-722,DispatchQueueManager,0.1606
RE-709,RemindsConnector,0.1606
RE-555,TaskFactory,0.1605
RE-424,MissionHandler,0.1603
RE-701,MissionPlanningServiceInstance,0.1603
RE-706,CoordinatedTakeoffPattern,0.1603
RE-424,NvecInterpolator,0.1603
RE-701,SetTargetAltitudeMessage,0.1602
RE-701,CoordinatedTakeoffPattern,0.1602
RE-722,MetricsStatistics,0.1601
RE-626,IUAVMissionTask,0.1601
RE-505,IRegionOfInterest,0.1601
RE-80,ManagedDrone,0.1601
RE-541,SetGimbalTargetCommand,0.1601
RE-729,SimpleSimulator,0.1600
RE-114,IRemoteableService,0.1600
RE-759,AMMapMarkerUtilities,0.1600
RE-656,GeneratedRoutesInfo,0.1599
RE-706,MissionPlanningServiceInstance,0.1599
RE-626,SetVelocityCommand,0.1599
RE-706,SimpleSimulator,0.1599
RE-594,DroneSnapshotOption,0.1599
RE-100,IUAVPropertyUpdateNotifier,0.1598
RE-681,UAVTypeRegistrationXStreamPersistor,0.1597
RE-656,MissionHandler,0.1597
RE-596,PhysicalDroneUpdateMessage,0.1597
RE-695,IRouteCreator,0.1597
RE-541,SetGimbalRotationCommand,0.1597
RE-701,IFlightPattern,0.1597
RE-639,SetMonitoringFrequencyCommand,0.1596
RE-759,PersistableUAVMissionTask,0.1594
RE-706,IFlightPattern,0.1594
RE-626,UAVTypeRegistrationXStreamPersistor,0.1594
RE-28,ReadDispatcher,0.1594
RE-646,IMissionTask,0.1592
RE-689,FlightRouteXStreamPersistor,0.1592
RE-505,PersistableUAVMissionDescription,0.1592
RE-681,MissionUtil,0.1592
RE-101,NVector,0.1591
RE-597,SetVelocityCommand,0.1591
RE-508,SimpleChecker,0.1590
RE-587,FlightRouteXStreamPersistor,0.1590
RE-759,FlightRouteXStreamPersistor,0.1590
RE-714,SetStateFrequencyCommand,0.1590
RE-639,IRemoteableService,0.1589
RE-25,MissionPlanningServiceInstance,0.1589
RE-541,MapRiver,0.1589
RE-656,IDrone,0.1589
RE-643,CoverageStatistics,0.1589
RE-681,FlightRouteXStreamPersistor,0.1588
RE-628,IDroneCommand,0.1588
RE-626,PhysicalDrone,0.1587
RE-695,SetMonitoringFrequencyCommand,0.1587
RE-545,CoverageStatistics,0.1587
RE-679,DroneFlightStateManager,0.1586
RE-501,MissionController,0.1585
RE-714,SetMonitoringFrequencyCommand,0.1585
RE-114,UAVTypeRegistrationXStreamPersistor,0.1584
RE-689,IDrone,0.1584
RE-77,UAVStateChangeMessage,0.1584
RE-594,SetStateFrequencyCommand,0.1583
RE-101,VirtualDrone,0.1582
RE-595,UAVHandshakeMessage,0.1582
RE-505,IUAVTypeRegistration,0.1581
RE-611,FullMissionPlan2,0.1581
RE-691,KMLExporter,0.1580
RE-729,IUAVMissionDescription,0.1579
RE-597,AMEditPrioritiesController,0.1579
RE-693,SetGroundSpeedCommand,0.1578
RE-646,DroneFleetListener,0.1578
RE-541,RoutePrimitive,0.1578
RE-628,JsonTester,0.1578
RE-628,JSONSendTester,0.1578
RE-28,SimpleCheckerMessageHandler,0.1577
RE-679,NedCommand,0.1576
RE-549,DistanceUtil,0.1576
RE-729,PersistableUAVMissionDescription,0.1576
RE-693,SetVelocityCommand,0.1575
RE-505,StopCommand,0.1575
RE-501,SetTargetAltitudeMessage,0.1574
RE-695,FullMissionPlan2,0.1574
RE-695,FlightRouteXStreamPersistor,0.1574
RE-729,UAVTypeRegistration,0.1574
RE-589,UAVHandshakeMessage,0.1573
RE-424,RemoteInfo,0.1572
RE-114,IMappedItem,0.1572
RE-693,IMonitorableMessage,0.1571
RE-693,FlightRouteXStreamPersistor,0.1571
RE-594,SetMonitoringFrequencyCommand,0.1571
RE-103,IMonitorableMessage,0.1570
RE-100,ConnectionRequestMessage,0.1570
RE-77,SetStateFrequencyCommand,0.1569
RE-100,DispatchQueueManager,0.1568
RE-691,MissionUtil,0.1567
RE-549,GeofenceRectangle,0.1566
RE-505,UAVTypeRegistration,0.1566
RE-551,DistanceUtil,0.1564
RE-693,AMEditPrioritiesController,0.1563
RE-722,MapRiver,0.1563
RE-689,RemoteInfo,0.1563
RE-729,IRegionOfInterest,0.1562
RE-114,MappedItem,0.1562
RE-77,Utilities,0.1562
RE-639,IMonitorableMessage,0.1562
RE-639,SetStateFrequencyCommand,0.1560
RE-101,FullMissionPlan2,0.1560
RE-628,AFDragLayout,0.1560
RE-729,IMissionPlan,0.1560
RE-626,SourcePoints,0.1559
RE-103,KMLExporter,0.1558
RE-628,RemoteService,0.1558
RE-594,UAVStateChangeMessage,0.1558
RE-709,UAVEquipmentTypeRegistrationInfo,0.1557
RE-25,ReadDispatcher,0.1557
RE-501,DroneSnapshot,0.1557
RE-701,WaypointGoal,0.1557
RE-587,IUAVMissionTask,0.1556
RE-646,Waypoint,0.1555
RE-689,IRouteCreator,0.1554
RE-656,RemoteInfo,0.1554
RE-628,AbstractServerService,0.1554
RE-729,RemoteInfoObject,0.1554
RE-505,UAVStatusWrapper,0.1554
RE-628,UAVTypeRegistrationServiceInstance,0.1553
RE-28,SimulatorScenarioXStreamPersistor,0.1553
RE-589,RemoteServerProcessListenerAdapter,0.1553
RE-729,UAVEquipmentTypeRegistration,0.1551
RE-729,DispatchQueueManager,0.1551
RE-681,NvecInterpolator,0.1551
RE-587,GeneratedRoutesInfo,0.1550
RE-551,IRemoteableService,0.1550
RE-714,SetGroundSpeedCommand,0.1550
RE-714,PVector,0.1549
RE-596,StopExecutorViaWaypoint,0.1548
RE-695,SetStateFrequencyCommand,0.1546
RE-656,IRouteCreator,0.1546
RE-424,IUAVMissionTask,0.1545
RE-689,NvecInterpolator,0.1544
RE-505,DroneSetupServiceInstance,0.1543
RE-722,AFFollowBar,0.1543
RE-706,RemindsConnector,0.1543
RE-611,UAVTypeRegistrationXStreamPersistor,0.1543
RE-639,AMEditPrioritiesController,0.1542
RE-551,FullMissionPlan2,0.1542
RE-679,AFMapComponent,0.1541
RE-594,SetGroundSpeedCommand,0.1541
RE-679,RandomRouteSelector,0.1541
RE-714,SetVelocityCommand,0.1541
RE-611,DronologyPersistenceUtil,0.1540
RE-729,UAVRegistration,0.1540
RE-681,IUAVRegistration,0.1539
RE-551,GeofenceRectangle,0.1539
RE-549,NVECSimulator,0.1539
RE-595,AreaMapping,0.1538
RE-706,WaypointGoal,0.1537
RE-587,RemoteInfo,0.1536
RE-701,RemindsConnector,0.1536
RE-114,AFInfoBox,0.1535
RE-656,FlightRouteXStreamPersistor,0.1535
RE-541,PhysicalDroneFleetFactory,0.1534
RE-691,KMLMapCreator,0.1534
RE-587,NvecInterpolator,0.1534
RE-646,DronologyPersistenceUtil,0.1534
RE-101,FlightRouteXStreamPersistor,0.1533
RE-628,AFMapViewOperations,0.1530
RE-729,AFChooseMissionWindow,0.1530
RE-695,KMLExporter,0.1530
RE-695,IMissionPlanningServiceInstance,0.1530
RE-597,AFInfoBox,0.1529
RE-549,ReadDispatcher,0.1529
RE-628,FakePassivPythonGroundstation,0.1529
RE-679,DroneSetupServiceInstance,0.1527
RE-628,FakePassivPythonGroundstation2,0.1527
RE-555,ManagedDroneMessenger,0.1527
RE-549,ManagedDrone,0.1526
RE-549,DistanceCalculator,0.1526
RE-626,MissionController,0.1526
RE-691,RemindsConnector,0.1526
RE-706,AreaMapping,0.1525
RE-80,UAVStateChangeMessage,0.1525
RE-759,AFInfoBox,0.1525
RE-587,MissionHandler,0.1525
RE-628,DroneVoltageSimulator,0.1524
RE-555,FlightRouteXStreamPersistor,0.1522
RE-693,PhysicalDrone,0.1522
RE-646,DroneInitializationInfo,0.1522
RE-103,IMissionPlanningServiceInstance,0.1521
RE-628,StateMessageTypeAdapter,0.1521
RE-551,DistanceCalculator,0.1520
RE-695,NvecInterpolator,0.1520
RE-656,LlaCoordinate,0.1520
RE-80,AbstractPosition copy,0.1519
RE-80,AbstractPosition,0.1519
RE-80,IRemoteableService,0.1518
RE-628,IDroneMonitoringRemoteService,0.1518
RE-587,IDrone,0.1518
RE-656,NvecInterpolator,0.1517
RE-25,DronologyElementFactory,0.1517
RE-679,MetricsStatistics,0.1516
RE-729,IUAVTypeRegistration,0.1516
RE-594,SetVelocityCommand,0.1515
RE-679,RemoteInfoObject,0.1514
RE-551,AFMissionOperations,0.1514
RE-597,SimpleChecker,0.1514
RE-759,NvecInterpolator,0.1514
RE-555,UAVStateChangeMessage,0.1513
RE-689,MissionInfo,0.1513
RE-103,KMLMapCreator,0.1512
RE-505,IUAVProxy,0.1512
RE-709,AFChooseMissionWindow,0.1512
RE-508,FlightRouteXStreamPersistor,0.1510
RE-656,MissionInfo,0.1509
RE-639,SetGroundSpeedCommand,0.1509
RE-709,MetricsStatistics,0.1509
RE-505,DistanceChecker,0.1508
RE-759,IMonitorableMessage,0.1508
RE-555,TestStatusDispatchThread,0.1508
RE-77,SetMonitoringFrequencyCommand,0.1507
RE-701,AreaMapping,0.1507
RE-549,SimpleCheckerMessageHandler,0.1507
RE-649,SynchronizationManager,0.1507
RE-639,SetVelocityCommand,0.1506
RE-679,UAVProxy,0.1506
RE-505,AFMapComponent,0.1505
RE-689,LlaCoordinate,0.1505
RE-695,UAVStateChangeMessage,0.1505
RE-103,SetTargetAltitudeMessage,0.1504
RE-551,NVECSimulator,0.1504
RE-649,PlanPoolManager,0.1504
RE-722,SimpleSimulator,0.1502
RE-691,FlightRouteXStreamPersistor,0.1501
RE-714,AFInfoBox,0.1501
RE-101,ManagedDroneMessenger,0.1501
RE-505,UAVProxy,0.1501
RE-501,GetNameMessage,0.1500
RE-596,SelectionWriter,0.1500
RE-77,SetGroundSpeedCommand,0.1500
RE-597,IRemoteableService,0.1500
RE-597,UAVTypeRegistrationXStreamPersistor,0.1499
RE-695,SetGroundSpeedCommand,0.1499
RE-639,TestStatusDispatchThread,0.1499
RE-628,AMInfoPanel,0.1497
RE-616,IUAVPropertyUpdateNotifier,0.1497
RE-714,SimpleSimulator,0.1497
RE-649,DroneCollectionStatus,0.1497
RE-729,IRemoteInfoObject,0.1496
RE-639,FlightRouteXStreamPersistor,0.1495
RE-679,UAVRegistration,0.1495
RE-695,SetVelocityCommand,0.1495
RE-424,IMonitorableMessage,0.1494
RE-596,UAVHandshakeMessage,0.1493
RE-555,AbstractUAVMessage,0.1492
RE-501,ReadDispatcher,0.1492
RE-722,MissionPlanningServiceInstance,0.1492
RE-679,IRemoteInfoObject,0.1489
RE-611,ReadDispatcher,0.1489
RE-555,ManagedDrone,0.1488
RE-549,UAVStateChangeMessage,0.1487
RE-103,IMappedItem,0.1486
RE-589,StopExecutorViaWaypoint2,0.1486
RE-501,TestStatusDispatchThread,0.1485
RE-101,UAVStateChangeMessage,0.1485
RE-691,NvecInterpolator,0.1484
RE-722,TaskList,0.1484
RE-679,ExportDrone,0.1483
RE-616,UAVEquipmentTypeRegistrationXStreamPersistor,0.1483
RE-639,AbstractMissionTask,0.1483
RE-587,MissionInfo,0.1483
RE-28,AbstractPosition copy,0.1482
RE-28,AbstractPosition,0.1482
RE-695,KMLMapCreator,0.1482
RE-80,AFMissionOperations,0.1482
RE-587,IMissionPlanningServiceInstance,0.1481
RE-596,UAVModeChangeMessage,0.1481
RE-626,FlightRouteXStreamPersistor,0.1480
RE-595,AbstractRemoteFacade,0.1480
RE-691,UAVStateChangeMessage,0.1480
RE-689,MissionHandler,0.1479
RE-626,RemoteInfo,0.1479
RE-689,KMLExporter,0.1479
RE-541,GetNameMessage,0.1477
RE-424,MissionInfo,0.1477
RE-103,MappedItem,0.1477
RE-551,UAVStateChangeMessage,0.1477
RE-706,AMMetaInfo,0.1476
RE-541,WaypointGoal,0.1476
RE-77,ReadDispatcher,0.1476
RE-77,SetVelocityCommand,0.1475
RE-597,MapRiver,0.1475
RE-596,MissionPlanningServiceInstance,0.1475
RE-649,SearchConstants,0.1474
RE-103,IUAVRegistrationServiceInstance,0.1474
RE-729,IUAVRegistration,0.1474
RE-656,KMLExporter,0.1474
RE-551,SimpleChecker,0.1474
RE-649,WorkspaceInitializer,0.1473
RE-689,IMonitorableMessage,0.1473
RE-28,UAVStateChangeMessage,0.1473
RE-587,IRouteCreator,0.1472
RE-729,VirtualDrone,0.1471
RE-611,ManagedDrone,0.1471
RE-649,UAVProxyManager,0.1471
RE-626,MissionUtil,0.1470
RE-628,FlightZoneException,0.1470
RE-100,ReturnHomeMessage,0.1469
RE-646,ConnectionRequestMessage,0.1468
RE-611,GeofenceRectangle,0.1468
RE-701,AMMetaInfo,0.1468
RE-649,SynchronizationState,0.1468
RE-114,SetMonitoringFrequencyCommand,0.1468
RE-649,RouteAssignmentDemoScript,0.1467
RE-103,AMEditPrioritiesController,0.1466
RE-25,KMLExporter,0.1466
RE-424,AFMapDrones,0.1466
RE-679,UAVStatusWrapper,0.1465
RE-679,IUAVProxy,0.1465
RE-649,ManagedHashTableList,0.1465
RE-714,TaskFactory,0.1465
RE-103,RemindsConnector,0.1464
RE-555,IMissionPlanningServiceInstance,0.1464
RE-759,PhysicalDrone,0.1463
RE-691,SetMonitoringFrequencyCommand,0.1463
RE-626,GeneratedRoutesInfo,0.1463
RE-689,IMissionPlanningServiceInstance,0.1462
RE-114,IMonitorableMessage,0.1462
RE-505,ExportDrone,0.1462
RE-505,NedCommand,0.1461
RE-101,IMissionPlanningServiceInstance,0.1461
RE-628,AFAssignRouteComponent,0.1460
RE-649,RuntimeDroneTypes,0.1460
RE-596,AFChooseMissionWindow,0.1460
RE-695,SimpleMonitor,0.1458
RE-501,FlightRouteXStreamPersistor,0.1458
RE-691,IMissionPlanningRemoteService,0.1458
RE-628,UAVRegistrationServiceInstance,0.1458
RE-656,PersistableUAVMissionTask,0.1458
RE-714,WaypointCommand,0.1458
RE-541,MissionController,0.1457
RE-597,ImageWaypoint,0.1457
RE-611,DistanceUtil,0.1457
RE-100,UAVTypeRegistrationXStreamPersistor,0.1456
RE-587,IMonitorableMessage,0.1456
RE-611,SimulatorScenarioXStreamPersistor,0.1456
RE-114,MissionHandler,0.1455
RE-729,NvecInterpolator,0.1453
RE-695,DroneSnapshotInternal,0.1453
RE-706,RoutePrimitive,0.1453
RE-656,IMonitorableMessage,0.1452
RE-626,MissionInfo,0.1452
RE-596,FlightZoneManager2,0.1452
RE-25,IRouteCreator,0.1451
RE-649,IDroneStatusChangeListener,0.1450
RE-597,UAVStateChangeMessage,0.1450
RE-691,MapNode,0.1450
RE-595,StopExecutorViaWaypoint2,0.1449
RE-679,AbstractRegisterableUnit,0.1449
RE-101,PVector,0.1448
RE-729,IUAVEquipmentTypeRegistration,0.1448
RE-695,RemindsConnector,0.1447
RE-693,AbstractDrone,0.1447
RE-551,SimpleCheckerMessageHandler,0.1447
RE-508,AMEditSidesController,0.1446
RE-649,PysicalDroneIdGenerator,0.1446
RE-626,NvecInterpolator,0.1446
RE-628,UAVMonitoringMessage,0.1445
RE-25,KMLMapCreator,0.1445
RE-103,AreaMappingXStreamPersistor,0.1445
RE-656,IMissionPlanningServiceInstance,0.1445
RE-639,IMissionTask,0.1445
RE-681,AFInfoBox,0.1444
RE-424,AreaMappingXStreamPersistor,0.1444
RE-595,IFlightManagerServiceInstance,0.1443
RE-424,IFlightDirector,0.1442
RE-679,AFChooseMissionWindow,0.1442
RE-649,IManagedDroneStateChangeListener,0.1442
RE-722,DroneSnapshot,0.1442
RE-649,IMonitoringDataHandler,0.1442
RE-611,NVECSimulator,0.1442
RE-114,UAVStateChangeMessage,0.1442
RE-505,MetricsStatistics,0.1441
RE-649,GeneratedMappedArea,0.1441
RE-589,SlowLayer,0.1440
RE-595,SourcePoints,0.1440
RE-649,PlanPool,0.1440
RE-424,SetTargetAltitudeMessage,0.1439
RE-681,MissionHandler,0.1439
RE-649,DronologyListenerManager,0.1439
RE-681,RemoteInfo,0.1438
RE-649,DroneSetupServiceRemoteFacade,0.1438
RE-714,NvecInterpolator,0.1438
RE-589,ManagedHashTableList,0.1438
RE-547,CoordinateChange,0.1437
RE-649,RemoteServerProcessListenerAdapter,0.1437
RE-589,IMappedItem,0.1436
RE-589,MappedItem,0.1435
RE-551,ManagedDrone,0.1434
RE-505,MissionPlanningServiceInstance,0.1434
RE-611,SimpleCheckerMessageHandler,0.1434
RE-103,MapNode,0.1434
RE-114,SetStateFrequencyCommand,0.1434
RE-693,UAVStateChangeMessage,0.1434
RE-689,KMLMapCreator,0.1433
RE-103,UAVStateChangeMessage,0.1433
RE-589,WorkspaceInitializer,0.1433
RE-103,FullMissionPlan2,0.1432
RE-691,SetStateFrequencyCommand,0.1432
RE-114,DroneSnapshotInternal,0.1431
RE-595,AMMainLayout,0.1431
RE-587,LlaCoordinate,0.1431
RE-649,FlightInfo,0.1431
RE-656,KMLMapCreator,0.1430
RE-722,SetGimbalRotationCommand,0.1430
RE-649,MonitorDialog,0.1430
RE-722,SetGimbalTargetCommand,0.1429
RE-597,AFMissionOperations,0.1429
RE-505,SimulatorScenarioXStreamPersistor,0.1428
RE-681,SourcePoints,0.1427
RE-649,IRemoteServiceListener,0.1427
RE-649,IDronologyChangeListener,0.1426
RE-589,FlightInfo,0.1426
RE-649,DronologyMonitoringManager,0.1426
RE-649,IPlanStatusChangeListener,0.1426
RE-759,AreaMappingXStreamPersistor,0.1423
RE-649,AMControlsComponent,0.1423
RE-649,StatusDispatchThread,0.1423
RE-628,AbstractStatusDispatchThread,0.1423
RE-626,AFMapDrones,0.1422
RE-689,AreaMappingXStreamPersistor,0.1421
RE-596,RemoteInfo,0.1421
RE-626,UAVStateChangeMessage,0.1421
RE-587,AreaMappingXStreamPersistor,0.1420
RE-626,IDrone,0.1420
RE-424,UAVStateChangeMessage,0.1418
RE-551,MapRiver,0.1417
RE-101,ManagedDrone,0.1417
RE-681,UAVStateChangeMessage,0.1417
RE-759,AbstractDrone,0.1416
RE-114,DroneSnapshotOption,0.1416
RE-646,ReadDispatcher,0.1415
RE-77,StopExecutorViaWaypoint2,0.1415
RE-628,FlightPlan,0.1415
RE-681,AreaMappingXStreamPersistor,0.1415
RE-100,DroneInitializationInfo,0.1415
RE-101,TaskFactory,0.1414
RE-551,WaypointGoal,0.1414
RE-628,GoToCommand,0.1414
RE-679,DistanceChecker,0.1413
RE-649,IServiceListener,0.1413
RE-759,IMappedItem,0.1413
RE-689,PersistableUAVMissionTask,0.1413
RE-649,AbstractRMIRemoteObject,0.1413
RE-701,RoutePrimitive,0.1413
RE-25,GetSnapshotMessage,0.1412
RE-589,IManagedDroneStateChangeListener,0.1412
RE-114,FlightRouteXStreamPersistor,0.1412
RE-649,IFileChangeNotifyable,0.1412
RE-100,MissionHandler,0.1410
RE-656,UAVStateChangeMessage,0.1410
RE-77,ManagedDrone,0.1410
RE-693,AreaMappingXStreamPersistor,0.1408
RE-595,UAVEquipmentTypeRegistrationServiceInstance,0.1407
RE-695,AreaMappingXStreamPersistor,0.1407
RE-679,FlightZoneManager2,0.1407
RE-595,IFlightManagerRemoteService,0.1407
RE-611,DistanceCalculator,0.1406
RE-759,MappedItem,0.1404
RE-80,SimpleChecker,0.1402
RE-555,SetTargetAltitudeMessage,0.1402
RE-709,WaypointGoal,0.1402
RE-501,GeneratedRoutesInfo,0.1401
RE-101,SetTargetAltitudeMessage,0.1401
RE-681,IMonitorableMessage,0.1401
RE-100,UAVStateChangeMessage,0.1401
RE-709,IAreaMapping,0.1401
RE-679,IUAVRegistration,0.1401
RE-595,IUAVTypeRegistrationServiceInstance,0.1400
RE-595,UAVMonitorableMessage,0.1400
RE-695,MapNode,0.1400
RE-626,PersistableUAVMissionTask,0.1400
RE-649,FlightRouteplanningServiceRemoteFacade,0.1399
RE-589,AbstractDroneFleetFactory,0.1399
RE-689,UAVStateChangeMessage,0.1399
RE-628,RRDemoScript,0.1399
RE-616,ConnectionRequestMessage,0.1398
RE-25,AMMainLayout,0.1398
RE-628,AreaMappingInfo,0.1397
RE-649,DronologySeriviceListener,0.1397
RE-597,AbstractUAVMessage,0.1397
RE-595,AbstractDroneFleetFactory,0.1397
RE-759,UAVStateChangeMessage,0.1397
RE-626,IRouteCreator,0.1396
RE-587,KMLExporter,0.1396
RE-555,AbstractMissionTask,0.1396
RE-693,NVector,0.1396
RE-649,CommandIds,0.1395
RE-649,ServiceStatus,0.1395
RE-626,MissionHandler,0.1395
RE-649,UAVMessageFactory,0.1394
RE-646,AMEditSidesController,0.1394
RE-25,Waypoint,0.1394
RE-80,SetStateFrequencyCommand,0.1394
RE-114,SetGroundSpeedCommand,0.1394
RE-649,AbstractFileTransmitServiceInstance,0.1393
RE-589,FormatUtil,0.1393
RE-649,FlightRouteInfo,0.1393
RE-649,IncommingGroundstationConnectionServer,0.1393
RE-501,MissionHandler,0.1393
RE-649,MessageMarshaller,0.1393
RE-729,IUAVMissionTask,0.1392
RE-597,FullMissionPlan2,0.1392
RE-628,DroneMonitoringServiceInstance,0.1391
RE-639,RemindsConnector,0.1391
RE-587,UAVStateChangeMessage,0.1391
RE-759,AMEditPrioritiesController,0.1391
RE-555,SimpleCheckerMessageHandler,0.1391
RE-597,FollowTheLeaderNed,0.1390
RE-628,MappingInfo,0.1390
RE-649,AFMainLayout,0.1389
RE-541,AMEditSidesController,0.1389
RE-103,DroneSnapshotInternal,0.1389
RE-709,TestStatusDispatchThread,0.1388
RE-639,UAVStateChangeMessage,0.1388
RE-25,GeneratedRoutesInfo,0.1388
RE-114,SetVelocityCommand,0.1388
RE-714,VirtualDrone,0.1388
RE-649,FlightRouteplanningServiceInstance,0.1387
RE-25,GetCoordinatesMessage,0.1387
RE-639,AbstractDrone,0.1386
RE-114,UAVMappingInfo,0.1385
RE-77,CollisionAvoidanceCheckTask,0.1385
RE-649,MonitoringDataHandler3,0.1385
RE-649,FlightPlanFactory,0.1385
RE-649,IItemChangeListener,0.1385
RE-114,AMEditPrioritiesController,0.1385
RE-594,MissionController,0.1385
RE-505,RemoteInfoObject,0.1384
RE-626,IMonitorableMessage,0.1384
RE-25,GetBaseCoordinatesMessage,0.1383
RE-80,MissionController,0.1383
RE-649,IRemoteMonitoringMessageHandler,0.1383
RE-551,ReadDispatcher,0.1382
RE-597,MissionController,0.1382
RE-628,FlightManagerServiceRemoteFacade,0.1382
RE-100,CollisionAvoidanceCheckTask,0.1381
RE-649,FlightInfoCreator,0.1381
RE-691,SetGroundSpeedCommand,0.1381
RE-628,EmergencyStopCommand,0.1380
RE-101,TestStatusDispatchThread,0.1379
RE-101,WaypointCommand,0.1379
RE-549,IRemoteableService,0.1378
RE-649,IFlightSimulator,0.1378
RE-649,SyncConstants,0.1377
RE-649,ISimulatorScenario,0.1377
RE-691,AbstractUAVMessage,0.1376
RE-691,SetVelocityCommand,0.1376
RE-649,FlightRouteplanningService,0.1376
RE-649,SimulatorScenario,0.1375
RE-649,AreaMappingServiceRemoteFacade,0.1375
RE-649,SendToSubscriberCallable,0.1375
RE-709,IPersistableItem,0.1374
RE-649,AreaMappingServiceInstance,0.1374
RE-722,IMissionPlan,0.1373
