Source,Target,Score
RE-596,IDroneConnectorServiceInstance,0.0000
RE-596,FlightInfo,0.0000
RE-596,Runner,0.0000
RE-596,MonitoringDataHandler3,0.0000
RE-596,AreaMappingInfo,0.0000
RE-596,JSONSendTester,0.0000
RE-596,ExportAllocationInformation,0.0000
RE-596,UAVEquipmentTypeRegistrationService,0.0000
RE-596,PatternFactory,0.0000
RE-596,UAVStatusWrapper,0.0000
RE-596,IRegionOfInterest,0.0000
RE-596,NedExecutor,0.0000
RE-596,DistanceChecker,0.0000
RE-596,VirtualDrone,0.0000
RE-596,UAVTypeRegistrationServiceRemoteFacade,0.0000
RE-596,MissionExecutionTester,0.0000
RE-596,UAVStateMessage,0.0000
RE-596,ModeChangeMessageTypeAdapter,0.0000
RE-596,FormatUtil,0.0000
RE-596,DroneSnapshot,0.0000
RE-596,IUAVRegistration,0.0000
RE-596,StatusDispatchThread,0.0000
RE-596,StopExecutor,0.0000
RE-596,IRouteCreator,0.0000
RE-596,MissionPlanningService,0.0000
RE-596,DronologySeriviceListener,0.0000
RE-596,AreaMappingGenerator,0.0000
RE-596,DroneSnapshotInternal,0.0000
RE-596,IRouteSelectionStrategy,0.0000
RE-596,UAVProxyManager,0.0000
RE-596,WaypointCommand,0.0000
RE-596,MissionElementFactory,0.0000
RE-596,ArtifactIdentifier,0.0000
RE-596,AbstractFlightPattern,0.0000
RE-596,RemoteMessageHandler,0.0000
RE-596,SourcePoints,0.0000
RE-596,MappingInfo,0.0000
RE-596,IMissionPlanningServiceInstance,0.0000
RE-596,SearchConstants,0.0000
RE-596,UAVMonitorableMessage,0.0000
RE-596,SynchronizationPoint,0.0000
RE-597,MissionPlanningPersistenceProvider,0.0000
RE-597,AbstractRMIRemoteObject,0.0000
RE-597,IFlightDirector,0.0000
RE-597,FlightRouteInfo,0.0000
RE-597,IDrone,0.0000
RE-597,ISimulatorScenario,0.0000
RE-597,JSONMissionPlanReader,0.0000
RE-597,FollowTheLeaderNed,0.0000
RE-597,LogCleaner,0.0000
RE-597,UAVTypeRegistrationPersistenceProvider,0.0000
RE-597,AreaMappingInfo,0.0000
RE-597,DroneConnectorServiceInstance,0.0000
RE-597,FlightRoutePersistenceProvider,0.0000
RE-597,DroneCollector,0.0000
RE-597,IFileChangeNotifyable,0.0000
RE-597,IMissionTask,0.0000
RE-597,MissionPlanningService,0.0000
RE-597,StopEveryone,0.0000
RE-597,AreaMappingPersistenceProvider,0.0000
RE-597,IRemoteConnectionServiceInstance,0.0000
RE-597,RouteSelectionResult,0.0000
RE-597,SendToSubscriberCallable,0.0000
RE-597,FakePythonGroundstation,0.0000
RE-597,DronologyServiceException,0.0000
RE-630,UAVTypeRegistration,0.0000
RE-630,FlightRouteplanningService,0.0000
RE-630,FlightRouteInfo,0.0000
RE-630,UAVModeChangeMessage,0.0000
RE-630,IUAVMissionDescription,0.0000
RE-630,IFlightRoute,0.0000
RE-630,IMonitorableMessage,0.0000
RE-630,JSONMissionPlanReader,0.0000
RE-630,EmergencyStopCommand,0.0000
RE-630,GeneratedRoutesInfo,0.0000
RE-630,UAVEquipmentTypeRegistration,0.0000
RE-630,RandomRouteSelector,0.0000
RE-630,AFInfoBox,0.0000
RE-630,IDroneSimulatorServiceInstance,0.0000
RE-630,TakeoffCommand,0.0000
RE-630,ILayer,0.0000
RE-630,IPlanStatusChangeListener,0.0000
RE-630,IFileTransmitServiceInstance,0.0000
RE-630,AreaMappingGenerator,0.0000
RE-630,MonitoringDispatchThread,0.0000
RE-630,DummyLockObject,0.0000
RE-630,DronologyServiceException,0.0000
RE-594,SearchPatternStrategy,0.0000
RE-594,DronologyElementFactory,0.0000
RE-594,IRemoteMonitoringMessageHandler,0.0000
RE-594,UAVEquipmentTypeRegistrationXStreamPersistor,0.0000
RE-594,PersistableUAVMissionTask,0.0000
RE-594,StateMessageTypeAdapter,0.0000
RE-594,RemoteRMIRemoteObject,0.0000
RE-594,AFMainLayout,0.0000
RE-594,CollisionAvoidanceUtil,0.0000
RE-594,TaskList,0.0000
RE-594,ImageWaypoint,0.0000
RE-594,UAVModeChangeMessage,0.0000
RE-594,UAVEquipmentTypeRegistrationPersistenceProvider,0.0000
RE-594,AFFollowBar,0.0000
RE-594,FlightInfoCreator,0.0000
RE-594,DronologyServiceRunner,0.0000
RE-594,AreaMappingService,0.0000
RE-594,Drone,0.0000
RE-594,DronologyMonitoringManager,0.0000
RE-594,DroneSimulatorService,0.0000
RE-594,JsonTester,0.0000
RE-594,IMissionPlan,0.0000
RE-594,JSONMissionPlanReader,0.0000
RE-594,FlightZoneException,0.0000
RE-594,AFMapViewOperations,0.0000
RE-594,IDroneCommandHandler,0.0000
RE-594,IDroneConnectorServiceInstance,0.0000
RE-594,FlightInfo,0.0000
RE-594,Runner,0.0000
RE-594,MonitoringDataHandler3,0.0000
RE-594,AreaMappingInfo,0.0000
RE-594,JSONSendTester,0.0000
RE-594,ExportAllocationInformation,0.0000
RE-594,UAVEquipmentTypeRegistrationService,0.0000
RE-594,PatternFactory,0.0000
RE-594,UAVStatusWrapper,0.0000
RE-594,IRegionOfInterest,0.0000
RE-594,NedExecutor,0.0000
RE-594,DistanceChecker,0.0000
RE-594,VirtualDrone,0.0000
RE-594,UAVTypeRegistrationServiceRemoteFacade,0.0000
RE-594,MissionExecutionTester,0.0000
RE-594,UAVStateMessage,0.0000
RE-594,ModeChangeMessageTypeAdapter,0.0000
RE-594,FormatUtil,0.0000
RE-594,DroneSnapshot,0.0000
RE-594,IUAVRegistration,0.0000
RE-594,StatusDispatchThread,0.0000
RE-594,StopExecutor,0.0000
RE-594,IRouteCreator,0.0000
RE-594,MissionPlanningService,0.0000
RE-594,DronologySeriviceListener,0.0000
RE-594,AreaMappingGenerator,0.0000
RE-594,DroneSnapshotInternal,0.0000
RE-594,IRouteSelectionStrategy,0.0000
RE-594,UAVProxyManager,0.0000
RE-594,WaypointCommand,0.0000
RE-594,MissionElementFactory,0.0000
RE-594,ArtifactIdentifier,0.0000
RE-594,AbstractFlightPattern,0.0000
RE-594,RemoteMessageHandler,0.0000
RE-594,SourcePoints,0.0000
RE-594,MappingInfo,0.0000
RE-594,IMissionPlanningServiceInstance,0.0000
RE-594,SearchConstants,0.0000
RE-594,UAVMonitorableMessage,0.0000
RE-594,SynchronizationPoint,0.0000
RE-8,ReadDispatcher,0.0000
RE-8,SetGroundSpeedCommand,0.0000
RE-8,SetMonitoringFrequencyCommand,0.0000
RE-8,SimulatorScenarioPersistenceProvider,0.0000
RE-8,WriteDispatcher,0.0000
RE-8,AMMetaInfo,0.0000
RE-8,UAVEquipmentTypeRegistrationPersistenceProvider,0.0000
RE-8,FullMissionPlan,0.0000
RE-8,IDrone,0.0000
RE-8,AreaMappingService,0.0000
RE-8,WaypointGoalSnapshot,0.0000
RE-8,UAVTypeRegistrationServiceInstance,0.0000
RE-8,AFMapViewOperations,0.0000
RE-8,AllocationInformation,0.0000
RE-8,DroneInitializationInfo,0.0000
RE-8,UAVTypeRegistrationService,0.0000
RE-8,FlightInfo,0.0000
RE-8,PhysicalDrone,0.0000
RE-8,SelectionWriter,0.0000
RE-8,GeneratedRoutesInfo,0.0000
RE-8,MissionInfo,0.0000
RE-8,DroneConnectorServiceInstance,0.0000
RE-8,SetStateFrequencyCommand,0.0000
RE-8,MissionHandler,0.0000
RE-8,SimpleSimulator,0.0000
RE-8,AFInfoBox,0.0000
RE-8,DroneConnectorService,0.0000
RE-8,ExportDrone,0.0000
RE-8,IFlightPlan,0.0000
RE-8,IFileTransmitServiceInstance,0.0000
RE-8,RemoteInfo,0.0000
RE-8,IRemoteServiceListener,0.0000
RE-8,UAVProxyManager,0.0000
RE-8,GeneratedMappedArea,0.0000
RE-8,ArtifactIdentifier,0.0000
RE-8,CommandExecutorFactory,0.0000
RE-8,IUAVProxy,0.0000
RE-8,MetricsUtilities,0.0000
RE-8,AFMissionOperations,0.0000
RE-8,SupervisorService,0.0000
RE-8,IServiceListener,0.0000
RE-8,RemoteConnectionServiceInstance,0.0000
RE-551,WriteDispatcher,0.0000
RE-551,DroneInitializationInfo,0.0000
RE-551,GeneratedRoutesInfo,0.0000
RE-551,AFInfoBox,0.0000
RE-551,DroneConnectorService,0.0000
RE-551,IFlightPlan,0.0000
RE-551,IFileTransmitServiceInstance,0.0000
RE-551,MissionController,0.0000
RE-551,RemoteConnectionServiceInstance,0.0000
RE-595,GoToCommand,0.0000
RE-595,SearchPatternStrategy,0.0000
RE-595,FileManager,0.0000
RE-595,SetGroundSpeedCommand,0.0000
RE-595,DronePair,0.0000
RE-595,DroneAttribute,0.0000
RE-595,SimpleMonitor,0.0000
RE-595,RemoteRMIRemoteObject,0.0000
RE-595,UAVTypeRegistrationInfo,0.0000
RE-595,DroneRouteAssignment,0.0000
RE-595,CollisionAvoidanceUtil,0.0000
RE-595,FlightRouteplanningServiceRemoteFacade,0.0000
RE-595,GetNameMessage,0.0000
RE-595,AFFollowBar,0.0000
RE-595,CoverageTest,0.0000
RE-595,DroneSimulatorServiceRemoteFacade,0.0000
RE-595,DronologyServiceRunner,0.0000
RE-595,IMonitoringMessage,0.0000
RE-595,CollisionInfo,0.0000
RE-595,IUAVTypeRegistration,0.0000
RE-595,AreaMappingService,0.0000
RE-595,Drone,0.0000
RE-595,WaypointGoalSnapshot,0.0000
RE-595,IUAVMissionTask,0.0000
RE-595,NvecInterpolator,0.0000
RE-595,Discuss,0.0000
RE-595,DroneSimulatorService,0.0000
RE-595,RouteAssignmentDemoScript,0.0000
RE-595,DronologyConstants,0.0000
RE-595,IUAVEquipmentTypeRegistrationServiceInstance,0.0000
RE-595,JsonTester,0.0000
RE-595,LandTask,0.0000
RE-595,MappedItem,0.0000
RE-595,IDronologyChangeListener,0.0000
RE-595,IMissionPlan,0.0000
RE-595,TestStatusDispatchThread,0.0000
RE-595,IDroneAttribute,0.0000
RE-595,IUAVEquipmentTypeRegistrationRemoteService,0.0000
RE-595,FlightDirectorFactory,0.0000
RE-595,AFEmergencyComponent,0.0000
RE-595,AllocationInformation,0.0000
RE-595,IDroneCommandHandler,0.0000
RE-595,AbstractFileTransmitServerService,0.0000
RE-595,InfoNotification,0.0000
RE-595,UAVTypeRegistrationService,0.0000
RE-595,LandingStrategy,0.0000
RE-595,FlightInfo,0.0000
RE-595,IStopStrategy,0.0000
RE-595,MonitoringDataHandler3,0.0000
RE-595,JSONSendTester,0.0000
RE-595,PreciseTimestamp,0.0000
RE-595,IAction,0.0000
RE-595,IBaseServiceProvider,0.0000
RE-595,MessageMarshaller,0.0000
RE-595,NVECSimulator,0.0000
RE-595,AMMainLayout,0.0000
RE-595,CommandIds,0.0000
RE-595,IFlightRouteplanningServiceInstance,0.0000
RE-595,AbstractMessage,0.0000
RE-595,IDroneMonitoringServiceInstance,0.0000
RE-595,LandCommand,0.0000
RE-595,KMLMapCreator,0.0000
RE-595,LandMessage,0.0000
RE-595,SimulatorScenario,0.0000
RE-595,UAVStatusWrapper,0.0000
RE-595,IRegionOfInterest,0.0000
RE-595,DroneFleetListener,0.0000
RE-595,VirtualDrone,0.0000
RE-595,IMonitoringDataHandler,0.0000
RE-595,DroneException,0.0000
RE-595,RiverList,0.0000
RE-595,UAVTypeRegistrationServiceRemoteFacade,0.0000
RE-595,MissionExecutionTester,0.0000
RE-595,MissionExecutionException,0.0000
RE-595,ImageWaypoints,0.0000
RE-595,StatusDispatchThread,0.0000
RE-595,WaypointTask,0.0000
RE-595,StopExecutorViaReverse,0.0000
RE-595,MissionPlanningService,0.0000
RE-595,KMLExporter,0.0000
RE-595,IRemoteServiceListener,0.0000
RE-595,DronologySeriviceListener,0.0000
RE-595,PassThrough,0.0000
RE-595,FollowTheLeaderWaypoint,0.0000
RE-595,ConnectionResponseCommand,0.0000
RE-595,CheckerTaskMessage,0.0000
RE-595,DroneSnapshotInternal,0.0000
RE-595,IUAVEquipmentTypeRegistration,0.0000
RE-595,GeneratedMappedArea,0.0000
RE-595,AssignFlightMessage,0.0000
RE-595,VirtualDroneFleetFactory,0.0000
RE-595,IMappedItem,0.0000
RE-595,GetBaseCoordinatesMessage,0.0000
RE-595,SimpleChecker,0.0000
RE-595,CommandExecutor,0.0000
RE-595,SearchConstants,0.0000
RE-595,IUAVSafetyValidator,0.0000
RE-595,RemoteServerProcessListenerAdapter,0.0000
RE-595,UAVMonitorableMessage,0.0000
RE-595,PhysicalDroneFleetFactory,0.0000
RE-595,SynchronizationPoint,0.0000
RE-595,PersistableMissionPlan,0.0000
RE-595,SimulatorScenarioInfo,0.0000
RE-595,DroneType,0.0000
RE-595,WaypointExecutor,0.0000
RE-595,TakeoffTask,0.0000
RE-595,GroundStationException,0.0000
RE-672,UAVTypeRegistration,0.0000
RE-672,IUAVMissionDescription,0.0000
RE-672,IFlightRoute,0.0000
RE-672,FlyingFieldDemoScript,0.0000
RE-672,DronologyListenerManager,0.0000
RE-672,WaypointGoal,0.0000
RE-672,OpenUniversityDemoScript,0.0000
RE-672,GetSnapshotMessage,0.0000
RE-672,EdgeLla,0.0000
RE-672,EmergencyStopCommand,0.0000
RE-672,IMissionPlanningRemoteService,0.0000
RE-672,UAVEquipmentTypeRegistration,0.0000
RE-672,RandomRouteSelector,0.0000
RE-672,AFInfoBox,0.0000
RE-672,IDroneSimulatorServiceInstance,0.0000
RE-672,TakeoffCommand,0.0000
RE-672,ILayer,0.0000
RE-672,IPlanStatusChangeListener,0.0000
RE-672,DroneSafetyStateManager,0.0000
RE-672,IFlightPlan,0.0000
RE-672,PersistableUAVMissionDescription,0.0000
RE-672,MonitoringDispatchThread,0.0000
RE-672,DummyLockObject,0.0000
RE-672,IdentifierCreator,0.0000
RE-672,SetVelocityCommand,0.0000
RE-672,RemoteConnectionServiceInstance,0.0000
RE-672,CoordinatedLandingPattern,0.0000
RE-25,AbstractServerService,0.0000
RE-25,IFlightDirector,0.0000
RE-25,IFlightRoute,0.0000
RE-25,SimpleCheckerMessageHandler,0.0000
RE-25,WaypointGoal,0.0000
RE-25,OpenUniversityDemoScript,0.0000
RE-25,DroneSetupServiceRemoteFacade,0.0000
RE-25,DroneInitializationInfo,0.0000
RE-25,EmergencyStopCommand,0.0000
RE-25,GeneratedRoutesInfo,0.0000
RE-25,IMissionPlanningRemoteService,0.0000
RE-25,UAVEquipmentTypeRegistration,0.0000
RE-25,RandomRouteSelector,0.0000
RE-25,MissionHandler,0.0000
RE-25,AFInfoBox,0.0000
RE-25,TakeoffCommand,0.0000
RE-25,ILayer,0.0000
RE-25,DroneConnectorService,0.0000
RE-25,IFlightPlan,0.0000
RE-25,PersistableUAVMissionDescription,0.0000
RE-25,IMissionPlanningServiceInstance,0.0000
RE-25,MonitoringDispatchThread,0.0000
RE-25,DummyLockObject,0.0000
RE-25,IdentifierCreator,0.0000
RE-25,SetVelocityCommand,0.0000
RE-25,RemoteConnectionServiceInstance,0.0000
RE-25,CoordinatedLandingPattern,0.0000
RE-639,UAVEquipmentTypeRegistrationServiceRemoteFacade,0.0000
RE-639,TaskList,0.0000
RE-639,UAVModeChangeMessage,0.0000
RE-639,SyncConstants,0.0000
RE-639,DroneSimulatorServiceRemoteFacade,0.0000
RE-639,DronologyServiceRunner,0.0000
RE-639,IMonitorableMessage,0.0000
RE-639,FlightZoneException,0.0000
RE-639,AFMapViewOperations,0.0000
RE-639,IDroneConnectorServiceInstance,0.0000
RE-639,FlightInfo,0.0000
RE-639,IExecuteableMissionPlan,0.0000
RE-639,IFlightRouteplanningServiceInstance,0.0000
RE-639,UAVEquipmentTypeRegistrationService,0.0000
RE-639,MissionHandler,0.0000
RE-639,SimpleSimulator,0.0000
RE-639,RRDemoScript,0.0000
RE-639,FormatUtil,0.0000
RE-639,ExportDrone,0.0000
RE-639,IFlightPlan,0.0000
RE-639,MonitorDialog,0.0000
RE-639,RemoteInfo,0.0000
RE-639,AreaMappingGenerator,0.0000
RE-639,IRemoteableService,0.0000
RE-639,CommandExecutorFactory,0.0000
RE-639,IMissionPlanningServiceInstance,0.0000
RE-639,AFMissionOperations,0.0000
RE-639,UAVMonitorableMessage,0.0000
RE-639,RemoteConnectionServiceInstance,0.0000
RE-639,CoordinatedLandingPattern,0.0000
RE-516,UAVEquipmentTypeRegistrationServiceRemoteFacade,0.0000
RE-516,UAVTypeRegistration,0.0000
RE-516,AFControlsComponent,0.0000
RE-516,MissionPlanningPersistenceProvider,0.0000
RE-516,AbstractRMIRemoteObject,0.0000
RE-516,FlightRouteInfo,0.0000
RE-516,IUAVMissionDescription,0.0000
RE-516,IFlightRoute,0.0000
RE-516,JSONMissionPlanReader,0.0000
RE-516,FollowTheLeaderNed,0.0000
RE-516,LogCleaner,0.0000
RE-516,EmergencyStopCommand,0.0000
RE-516,UAVTypeRegistrationPersistenceProvider,0.0000
RE-516,AreaMappingInfo,0.0000
RE-516,AMMainLayout,0.0000
RE-516,UAVEquipmentTypeRegistration,0.0000
RE-516,FlightRoutePersistenceProvider,0.0000
RE-516,DroneCollector,0.0000
RE-516,IDroneSimulatorServiceInstance,0.0000
RE-516,TakeoffCommand,0.0000
RE-516,ILayer,0.0000
RE-516,IFileChangeNotifyable,0.0000
RE-516,IPlanStatusChangeListener,0.0000
RE-516,IMissionTask,0.0000
RE-516,AreaMappingPersistenceProvider,0.0000
RE-516,IRemoteConnectionServiceInstance,0.0000
RE-516,RouteSelectionResult,0.0000
RE-516,MonitoringDispatchThread,0.0000
RE-516,DummyLockObject,0.0000
RE-516,SendToSubscriberCallable,0.0000
RE-516,DronologyServiceException,0.0000
RE-637,UAVHandshakeMessage,0.0000
RE-637,SearchPatternStrategy,0.0000
RE-637,DronologyElementFactory,0.0000
RE-637,IRemoteMonitoringMessageHandler,0.0000
RE-637,PersistableUAVMissionTask,0.0000
RE-637,StateMessageTypeAdapter,0.0000
RE-637,AbstractUAVMessage,0.0000
RE-637,IDroneSetupRemoteService,0.0000
RE-637,AbstractRegisterableUnit,0.0000
RE-637,AFMainLayout,0.0000
RE-637,CollisionAvoidanceUtil,0.0000
RE-637,ResultCreationUtil,0.0000
RE-637,ImageWaypoint,0.0000
RE-637,UAVModeChangeMessage,0.0000
RE-637,FlightRouteplanningServiceRemoteFacade,0.0000
RE-637,IAreaMappingRemoteService,0.0000
RE-637,JsonTester2,0.0000
RE-637,NvecInterpolator,0.0000
RE-637,AbstractRemoteFacade,0.0000
RE-637,DroneSimulatorService,0.0000
RE-637,IUAVEquipmentTypeRegistrationServiceInstance,0.0000
RE-637,MetricsRunner,0.0000
RE-637,IMissionPlan,0.0000
RE-637,TestStatusDispatchThread,0.0000
RE-637,DroneVoltageSimulator,0.0000
RE-637,IUAVEquipmentTypeRegistrationRemoteService,0.0000
RE-637,AssignedDrone,0.0000
RE-637,IDroneStatusChangeListener,0.0000
RE-637,IDroneCommandHandler,0.0000
RE-637,AbstractFileTransmitServerService,0.0000
RE-637,Runner,0.0000
RE-637,AbstractMissionTask,0.0000
RE-637,StopLayer,0.0000
RE-637,PreciseTimestamp,0.0000
RE-637,IBatterySimulator,0.0000
RE-637,NVECSimulator,0.0000
RE-637,ExportAllocationInformation,0.0000
RE-637,UAVEquipmentTypeRegistrationService,0.0000
RE-637,RandomRouteSelector,0.0000
RE-637,KMLMapCreator,0.0000
RE-637,UAVStatusWrapper,0.0000
RE-637,IRegionOfInterest,0.0000
RE-637,NedExecutor,0.0000
RE-637,DistanceChecker,0.0000
RE-637,UAVTypeRegistrationServiceRemoteFacade,0.0000
RE-637,MissionExecutionTester,0.0000
RE-637,UAVStateMessage,0.0000
RE-637,ModeChangeMessageTypeAdapter,0.0000
RE-637,FormatUtil,0.0000
RE-637,DroneSnapshot,0.0000
RE-637,IUAVRegistration,0.0000
RE-637,StatusDispatchThread,0.0000
RE-637,StopExecutor,0.0000
RE-637,IRouteCreator,0.0000
RE-637,IFileTransmitServiceInstance,0.0000
RE-637,DronologySeriviceListener,0.0000
RE-637,AreaMappingGenerator,0.0000
RE-637,IDroneSetupServiceInstance,0.0000
RE-637,SynchronizationState,0.0000
RE-637,IRouteSelectionStrategy,0.0000
RE-637,WaypointCommand,0.0000
RE-637,MissionElementFactory,0.0000
RE-637,AbstractFlightPattern,0.0000
RE-637,RemoteMessageHandler,0.0000
RE-637,SourcePoints,0.0000
RE-637,MappingInfo,0.0000
RE-637,GetBaseCoordinatesMessage,0.0000
RE-637,SupervisorService,0.0000
RE-637,FakePythonGroundstation,0.0000
RE-759,AbstractServerService,0.0000
RE-759,WriteDispatcher,0.0000
RE-759,IFlightRoute,0.0000
RE-759,WaypointGoal,0.0000
RE-759,OpenUniversityDemoScript,0.0000
RE-759,DroneSetupServiceRemoteFacade,0.0000
RE-759,DroneInitializationInfo,0.0000
RE-759,EmergencyStopCommand,0.0000
RE-759,GeneratedRoutesInfo,0.0000
RE-759,IMissionPlanningRemoteService,0.0000
RE-759,UAVEquipmentTypeRegistration,0.0000
RE-759,RandomRouteSelector,0.0000
RE-759,MissionHandler,0.0000
RE-759,MissionUtil,0.0000
RE-759,IDroneSimulatorServiceInstance,0.0000
RE-759,TakeoffCommand,0.0000
RE-759,ILayer,0.0000
RE-759,DroneSafetyStateManager,0.0000
RE-759,DroneConnectorService,0.0000
RE-759,IFlightPlan,0.0000
RE-759,MissionController,0.0000
RE-759,AFMapComponent,0.0000
RE-759,IdentifierCreator,0.0000
RE-759,SetVelocityCommand,0.0000
RE-759,RemoteConnectionServiceInstance,0.0000
RE-759,CoordinatedLandingPattern,0.0000
RE-714,UAVEquipmentTypeRegistrationServiceRemoteFacade,0.0000
RE-714,SearchPatternStrategy,0.0000
RE-714,DronologyElementFactory,0.0000
RE-714,AFControlsComponent,0.0000
RE-714,IRemoteMonitoringMessageHandler,0.0000
RE-714,UAVEquipmentTypeRegistrationXStreamPersistor,0.0000
RE-714,StateMessageTypeAdapter,0.0000
RE-714,RemoteRMIRemoteObject,0.0000
RE-714,AFMainLayout,0.0000
RE-714,CollisionAvoidanceUtil,0.0000
RE-714,ImageWaypoint,0.0000
RE-714,UAVModeChangeMessage,0.0000
RE-714,IAreaMappingRemoteService,0.0000
RE-714,UAVEquipmentTypeRegistrationPersistenceProvider,0.0000
RE-714,AFFollowBar,0.0000
RE-714,DronologyServiceRunner,0.0000
RE-714,AreaMappingService,0.0000
RE-714,Drone,0.0000
RE-714,DronologyMonitoringManager,0.0000
RE-714,DroneSimulatorService,0.0000
RE-714,JsonTester,0.0000
RE-714,IMissionPlan,0.0000
RE-714,FlightZoneException,0.0000
RE-714,IDroneCommandHandler,0.0000
RE-714,AbstractFileTransmitServerService,0.0000
RE-714,Runner,0.0000
RE-714,MonitoringDataHandler3,0.0000
RE-714,JSONSendTester,0.0000
RE-714,MissionInfo,0.0000
RE-714,ExportAllocationInformation,0.0000
RE-714,UAVEquipmentTypeRegistrationService,0.0000
RE-714,PatternFactory,0.0000
RE-714,SimpleSimulator,0.0000
RE-714,UAVStatusWrapper,0.0000
RE-714,IRegionOfInterest,0.0000
RE-714,NedExecutor,0.0000
RE-714,DistanceChecker,0.0000
RE-714,VirtualDrone,0.0000
RE-714,UAVTypeRegistrationServiceRemoteFacade,0.0000
RE-714,MissionExecutionTester,0.0000
RE-714,UAVStateMessage,0.0000
RE-714,ModeChangeMessageTypeAdapter,0.0000
RE-714,FormatUtil,0.0000
RE-714,DroneSnapshot,0.0000
RE-714,IUAVRegistration,0.0000
RE-714,StatusDispatchThread,0.0000
RE-714,StopExecutor,0.0000
RE-714,IRouteCreator,0.0000
RE-714,DronologySeriviceListener,0.0000
RE-714,DroneSnapshotInternal,0.0000
RE-714,IRouteSelectionStrategy,0.0000
RE-714,UAVProxyManager,0.0000
RE-714,WaypointCommand,0.0000
RE-714,MissionElementFactory,0.0000
RE-714,AbstractFlightPattern,0.0000
RE-714,RemoteMessageHandler,0.0000
RE-714,SourcePoints,0.0000
RE-714,MappingInfo,0.0000
RE-714,IMissionPlanningServiceInstance,0.0000
RE-714,SearchConstants,0.0000
RE-714,UAVMonitorableMessage,0.0000
RE-714,SynchronizationPoint,0.0000
RE-714,DronologyServiceException,0.0000
RE-646,MissionPlanningPersistenceProvider,0.0000
RE-646,UAVEquipmentTypeRegistrationXStreamPersistor,0.0000
RE-646,AbstractRMIRemoteObject,0.0000
RE-646,FlightRouteInfo,0.0000
RE-646,ISimulatorScenario,0.0000
RE-646,WaypointGoal,0.0000
RE-646,OpenUniversityDemoScript,0.0000
RE-646,GetSnapshotMessage,0.0000
RE-646,EdgeLla,0.0000
RE-646,JSONMissionPlanReader,0.0000
RE-646,FollowTheLeaderNed,0.0000
RE-646,LogCleaner,0.0000
RE-646,EmergencyStopCommand,0.0000
RE-646,UAVTypeRegistrationPersistenceProvider,0.0000
RE-646,AreaMappingInfo,0.0000
RE-646,IMissionPlanningRemoteService,0.0000
RE-646,FlightRoutePersistenceProvider,0.0000
RE-646,DroneCollector,0.0000
RE-646,TakeoffCommand,0.0000
RE-646,ILayer,0.0000
RE-646,IFileChangeNotifyable,0.0000
RE-646,IMissionTask,0.0000
RE-646,IFlightPlan,0.0000
RE-646,RemoteInfo,0.0000
RE-646,AreaMappingGenerator,0.0000
RE-646,PersistableUAVMissionDescription,0.0000
RE-646,AbstractFlightPattern,0.0000
RE-646,AreaMappingPersistenceProvider,0.0000
RE-646,IRemoteConnectionServiceInstance,0.0000
RE-646,IdentifierCreator,0.0000
RE-646,SetVelocityCommand,0.0000
RE-646,SendToSubscriberCallable,0.0000
RE-646,RemoteConnectionServiceInstance,0.0000
RE-646,DronologyServiceException,0.0000
RE-646,CoordinatedLandingPattern,0.0000
RE-722,UAVTypeRegistration,0.0000
RE-722,RemoteRMIRemoteObject,0.0000
RE-722,IUAVMissionDescription,0.0000
RE-722,IFlightRoute,0.0000
RE-722,AFFollowBar,0.0000
RE-722,DronologyServiceRunner,0.0000
RE-722,MetricsStatistics,0.0000
RE-722,Drone,0.0000
RE-722,AFMapViewOperations,0.0000
RE-722,DroneInitializationInfo,0.0000
RE-722,UAVEquipmentTypeRegistration,0.0000
RE-722,MissionHandler,0.0000
RE-722,SimpleSimulator,0.0000
RE-722,AFInfoBox,0.0000
RE-722,DroneSetupServiceInstance,0.0000
RE-722,ILayer,0.0000
RE-722,DistanceChecker,0.0000
RE-722,VirtualDrone,0.0000
RE-722,DroneSnapshot,0.0000
RE-722,DroneConnectorService,0.0000
RE-722,ExportDrone,0.0000
RE-722,IRouteCreator,0.0000
RE-722,UAVProxyManager,0.0000
RE-722,VirtualDroneFleetFactory,0.0000
RE-722,SearchConstants,0.0000
RE-722,MonitoringDispatchThread,0.0000
RE-722,DummyLockObject,0.0000
RE-722,AFMissionOperations,0.0000
RE-722,UAVMonitorableMessage,0.0000
RE-722,SynchronizationPoint,0.0000
RE-722,RemoteConnectionServiceInstance,0.0000
RE-766,UAVHandshakeMessage,0.0000
RE-766,ReadDispatcher,0.0000
RE-766,GoToCommand,0.0000
RE-766,SearchPatternStrategy,0.0000
RE-766,DronologyElementFactory,0.0000
RE-766,TakeOffMessage,0.0000
RE-766,DroneMonitoringService,0.0000
RE-766,IRemoteMonitoringMessageHandler,0.0000
RE-766,DronePair,0.0000
RE-766,DroneAttribute,0.0000
RE-766,PersistableUAVMissionTask,0.0000
RE-766,GeofenceRectangle,0.0000
RE-766,StateMessageTypeAdapter,0.0000
RE-766,SimpleMonitor,0.0000
RE-766,IDroneSetupRemoteService,0.0000
RE-766,SimulatorScenarioCategoryInfo,0.0000
RE-766,DistanceCalculator,0.0000
RE-766,TypeRegistrationInfo,0.0000
RE-766,UAVTypeRegistrationInfo,0.0000
RE-766,RiverBank,0.0000
RE-766,FlightRouteCategoryInfo,0.0000
RE-766,UAVRegistrationPersistenceProvider,0.0000
RE-766,IFlightDirector,0.0000
